ID	example_id	stem_id	example_form	ex_DE	ex_EN	ex_form_IDN	ex_form_IDN_edited
4492	8_1685072982_0	8_1685072982	kipuixaʔa:uda	nachdenken	think about	pikirkan tentang	
4493	8_1685072982_1	8_1685072982	hoo bupuixaʔa:uda	dachte nach	thought about	berpikir tentang	
4494	8_1685072982_2	8_1685072982	edipuixaʔa:uda	das , worüber nachgedacht wird	that which is thought about	apa yang dipikirkan	
4495	8_1685073262_0	8_1685073262	epuʔĩnã uhõkãĩ	Gesäßöffnung , Anus	buttock opening , anus	pembukaan pantat, anus	
4496	8_1685073515_0	8_1685073515	epuʔĩnãhã	Erfüllung	fulfilment	pemenuhan	
4497	8_1685074466_0	8_1685074466	epuʔĩ́yã	ein Paar (Hilfszählwort speziell für Kokosnüsse) , Sippe	a pair (auxiliary counting word especially for coconuts) , clan	sepasang (kata bantu penghitungan terutama untuk kelapa) , marga	
4498	8_1685074466_1	8_1685074466	ʔakodu hapuʔĩ́yã	drei Paar	three pairs	tiga pasang	
4499	8_1685075107_0	8_1685075107	kabuka	herausgeben	give out	memberikan	
4500	8_1685075107_1	8_1685075107	kabukanãpõnãʔã	gibt ohne weiteres heraus	gives out without further ado	memberikan tanpa basa-basi	
4501	8_1685075566_0	8_1685075566	kiʔapũkã	(Gras , Gestrüpp , Unkraut) wuchern	(grass , undergrowth , weeds) grow rampant	(rumput, semak belukar, gulma) tumbuh merajalela	
4502	8_1685075566_1	8_1685075566	hoo ʔapũkã	bereits überwuchert	already overgrown	sudah ditumbuhi	
4503	8_1685075566_2	8_1685075566	kaʔapũkã	unzugänglich , nicht begehbar	inaccessible , not passable	tidak dapat diakses, tidak bisa dilewati	
4504	8_1685075566_3	8_1685075566	eʔekoa eiʔie kaʔapũkã	dieser Weg ist nicht begehbar	This path is not passable	Jalur ini tidak bisa dilewati	
4505	8_1685075566_4	8_1685075566	kiʔapṹkã eomãʔã́:ĩ́yõ	mit Unkraut überwuchert	overgrown with weeds	ditumbuhi gulma	
4506	8_1685075566_5	8_1685075566	eamũkãhã upoo	die Stiele der Kokosblüten , wenn sie jung sind	the stems of the coconut blossoms when they are young	batang kelapa yang sedang mekar ketika masih muda	
4507	8_1685081724_0	8_1685081724	kipukai	öffnen , loslassen , entwirren (ein Tau)	open , let go , untangle (a rope)	buka, lepaskan, lepaskan (tali)	
4508	8_1685081724_1	8_1685081724	kababukai u-	etwas öffnen , lösen	open something , loosen	buka sesuatu, kendurkan	
4509	8_1685081724_2	8_1685081724	kabupukai	er öffnet	he opens	dia membuka	
4510	8_1685081724_3	8_1685081724	uabapukai	öffne duǃ	you open! (sg)	anda buka! (sg)	
4511	8_1685081724_4	8_1685081724	yabapupukai	zu öffnen	to open/ (thing) to be opened	untuk membuka/ (benda) yang akan dibuka	
4512	8_1685081724_5	8_1685081724	aipukai edopo	wenn er Land erschloß	when he opened up land	ketika ia membuka lahan	
4513	8_1685081724_6	8_1685081724	keepe ipukaiya eapurixo	bevor man die (Trauer-) Verbote aufhebt	before you lift the (mourning) bans	sebelum Anda mencabut larangan (berkabung)	
4514	8_1685081724_7	8_1685081724	kipukai ikitai	es kommt ein Gedanke , es fällt etwas ein	a thought comes , something comes to mind	sebuah pemikiran muncul, sesuatu muncul di benak	
4515	8_1685081724_8	8_1685081724	eabukai	das Öffnen	the opening	pembukaan	
4516	8_1685081724_9	8_1685081724	epukayáha	Öffnensort	opening place	tempat pembukaan	
4517	8_1685081881_0	8_1685081881	eamũkẽnĩ	das Umlagern , Umbetten	the relocating , replanting	relokasi, penanaman kembali	
4518	8_1685082001_0	8_1685082001	kapukeiya	(Haarzopf) sich lösen	(hair plait) loosen (intr)	(anyaman rambut) kendurkan (intr)	
4519	8_1685082157_0	8_1685082157	kapũkĩ	rupfen	pluck	memetik	
4520	8_1685082157_1	8_1685082157	ʔua kapũkĩ epurudui ukiʔadobu	ich rupfe Hühnerfedern	I pluck chicken feathers	Aku mencabut bulu ayam	
4521	8_1685082385_0	8_1685082385	epuko uboo	Strudel	Whirlpool	Pusaran air	
4522	8_1685082385_1	8_1685082385	epuko uʔito	Blütenkolben der Bananenstaude	Banana plant flower bulb	Umbi bunga tanaman pisang	
4523	8_1685082670_0	8_1685082670	kipukõʔõ:ĩ	schneiden , zapfen (Palmwein)	cut , tap (palm wine)	potong, ketuk (arak)	
4524	8_1685082670_1	8_1685082670	kaha mãmũkõʔõ:ĩ	zapfen gehen	go tap	pergi ketuk	
4525	8_1685082670_2	8_1685082670	edipukõʔõ:ĩ	(noun) Geschnittene	the cut one	yang dipotong	
4526	8_1685082670_3	8_1685082670	eupukõʔõ:ĩ	Messer zum Zapfen	Knife for tapping	Pisau untuk menyadap	
4527	8_1685082969_0	8_1685082969	epuku uũʔũ	Kehlkopf	larynx	laring	
4528	8_1685083066_0	8_1685083066	emẽhẽ upũmĩʔuaʔoi	Pflanzenart	Plant species	Spesies tanaman	
4529	8_1685083404_0	8_1685083404	epũnũ ukarixa	Ohrläppchen	Earlobe	Daun telinga	
4530	8_1685083404_1	8_1685083404	epũnũ uoʔo:iji	Blatt des Paddels , Ruderblatt	Paddle blade , oar blade	Bilah dayung, bilah dayung	
4531	8_1685083404_2	8_1685083404	epũnũ uũkõ	"(""Zuckerrohrblatt"" =) Schwert , damasziertes Haumesser"	"(""sugar cane leaf"" =) Sword , damascened cleaver"	"(""daun tebu"" =) Pedang, golok yang dihias"	
4532	8_1685084208_0	8_1685084208	eupuʔo	Hautausschlag , Schorf ; Krätze , scabies	Skin rash , scab ; scabies , scabies	Ruam kulit, keropeng; kudis, kudis	
4533	8_1685084208_1	8_1685084208	kipupuʔo	Krätze haben	Have scabies	Memiliki kudis	
4534	8_1685084311_0	8_1685084311	kipupu	(kochendes Wasser) brodeln	(boiling water) bubble	gelembung (air mendidih)	
4535	8_1685084370_0	8_1685084370	edadia epũpũ	Tontopf	clay pot	pot tanah liat	
4536	8_1685084731_0	8_1685084731	epuradi ikahãõ	Rückenflosse	dorsal fin	sirip punggung	
4537	8_1685084731_1	8_1685084731	epuradi itopo	Bauchflosse	ventral fin	sirip ventral	
4538	8_1685084919_0	8_1685084919	puríxo	Witwer	widower	duda	
4539	8_1685084919_1	8_1685084919	eʔapurixo	Verbot (durch Adat)	prohibition (by adat)	larangan (oleh adat)	
4540	8_1685085009_0	8_1685085009	kipurika	wachsen , sprießen , keimen , grünen	grow , sprout , germinate , green	tumbuh, bertunas, berkecambah, hijau	
4541	8_1685085163_0	8_1685085163	kipuru	töten , kämpfen	kill , fight	membunuh, berkelahi	
4542	8_1685085163_1	8_1685085163	edipuru	(noun) Getötete	the deceased	almarhum	
4543	8_1685085163_2	8_1685085163	epuruo	(noun) zu Tötende	the one to be killed	orang yang akan dibunuh	
4544	8_1685085163_3	8_1685085163	eahaada baburuaʔa	ihr Gehen , um kämpfen zu lassen	their going to let fight	mereka akan membiarkan pertarungan	
4545	8_1685085288_0	8_1685085288	kahapuru	zehn	ten	sepuluh	
4546	8_1685085635_0	8_1685085635	epurukuo	Baumblatt	tree leaf	daun pohon	
4547	8_1685085635_1	8_1685085635	epurupoo	Kokospalmenblätte̠r̠	coconut palm leaves	daun kelapa sawit	
4548	8_1685085754_0	8_1685085754	epurubaka	Wimper	eyelash	bulu mata	
4549	8_1685086114_0	8_1685086114	kaʔapurudui	Haare/Borsten haben	Have hair/bristles	Memiliki rambut/bulu	
4550	8_1685086114_1	8_1685086114	epurudui ubaka	Wimper	eyelash	bulu mata	
4551	8_1685086114_2	8_1685086114	epurudui ukaraha	Körperhaare	Body hair	Rambut tubuh	
4552	8_1685086114_3	8_1685086114	epurudui ukĩʔĩ	Kinnbart	Chin beard	Jenggot dagu	
4553	8_1685086709_0	8_1685086709	kaʔapuʔu	(Wildschweinhauer) gebogen , gekrümmt	(boar tusk) bent , curved	(gading babi hutan) bengkok, melengkung	
4554	8_1685086967_0	8_1685086967	ekuo kahapuʔu	ein Stück Holz	a piece of wood	sepotong kayu	
4555	8_1685086967_1	8_1685086967	kahapuʔu-kahapuʔu	Stück für Stück	piece by piece	sepotong demi sepotong	
4556	8_1685088387_0	8_1685088387	epũʔũ	Knoten , Gelenk	knot , joint	simpul, sendi	
4557	8_1685088387_1	8_1685088387	epũʔũ uae	Knie	knee	lutut	
4558	8_1685088387_2	8_1685088387	epũʔũ uʔapo	Ellenbogen , Schwimmer am Bootsausleger	elbow , float on boat boom	siku, mengapung di atas perahu boom	
4559	8_1685088387_3	8_1685088387	epũʔũ ukahãõ	Spinne	spider	laba-laba	
4560	8_1685088387_4	8_1685088387	epũʔũ ukabuʔobo	Leuchtkäfer	Firefly	Firefly	
4561	8_1685088387_5	8_1685088387	epũʔũ ukinana	fliegende Eidechse	Flying lizard	Kadal terbang	
4562	8_1685088387_6	8_1685088387	kipũʔṹĩ	zusammenknoten	knot together	simpul bersama	
4563	8_1685088387_7	8_1685088387	epũʔũĩyã	"(""Zusammengeknotetes""=) Sippe , Clan"	"(""(thing) knotted together""=) clan , clan"	"(""(benda) yang diikat menjadi satu""=) marga , marga"	
4564	8_1685088387_8	8_1685088387	epũʔũĩñã	Paar , Sippe	couple , clan	pasangan, marga	
4565	8_1685088387_9	8_1685088387	epapṹʔũ	Bambus	bamboo	bambu	
4566	8_1685088765_0	8_1685088765	kipuʔuda	fallen , (Gestirne) untergehen	fall , (heavenly bodies) set	jatuh , (benda-benda langit) mengatur	
4567	8_1685088765_1	8_1685088765	hoo bupuʔuda	fiel bereits	already fell	sudah jatuh	
4568	8_1685088765_2	8_1685088765	kipuʔudáʔa	etwas fallen lassen	to let something fall	untuk membiarkan sesuatu jatuh	
4569	8_1685088765_3	8_1685088765	eapuʔuda	das Fallen	the falling	jatuhnya	
4570	8_1685088765_4	8_1685088765	eapuʔuda udopo	Aschenregen	ash rain	hujan abu	
4571	8_1685088765_5	8_1685088765	epuʔudáha	Fallensort , Untergangsort	place of falling , place of sinking	tempat jatuh, tempat tenggelam	
4572	8_1685088765_6	8_1685088765	eapuʔudaha (ukahaʔo)	Westen	west (noun)	barat (kata benda)	
4573	8_1685499905_0	8_1685499905	omũʔãnõ[mu]?	auf wieviele schätzst du?	How many do you reckon?	Berapa banyak menurut Anda?	
4574	8_1685500597_0	8_1685500597	kaʔãnõ	Pl	plural form	bentuk jamak	
4575	8_1685500597_1	8_1685500597	ʔãnṍʔo:u	mein(e) Freund(in) = Anrede der Eheleute untereinander	my friend = form of address between the spouses	teman saya = bentuk alamat di antara pasangan	
4576	8_1685500597_2	8_1685500597	epaʔãnõ	Befreundetsein , Freundschaft	being friends , friendship	menjadi teman, persahabatan	
4577	8_1685500597_3	8_1685500597	kaʔaʔãnõ	befreundet sein	to be friends	untuk menjadi teman	
4578	8_1685500597_4	8_1685500597	epaʔãnə̃ã	(noun) Bekannte	the acquaintance	kenalan	
4579	8_1685500597_5	8_1685500597	kipaʔãnõ hii	befreundet sein mit ; einander unterhaken , einhaken	to be friends with ; to go arm in arm with (literally: to hook up one's arms)	berteman dengan; bergandengan tangan (secara harfiah: mengaitkan lengan)	
4580	8_1685500597_6	8_1685500597	kiʔãnõ	einhaken	to hook up	untuk menghubungkan	
4581	8_1685500597_7	8_1685500597	enĩʔãnõ	Eingehakter	(person) hooked in (noun)	(orang) yang terpikat (kata benda)	
4582	8_1685500597_8	8_1685500597	eʔanə̃õ	Einzuhakender	(person) to be hooked in (noun)	(orang) yang terpikat (kata benda)	
4583	8_1685500597_9	8_1685500597	nãmãʔãnõã:ĩ	sie tun etwas gemeinsam , sie nehmen etwas gemeinsam in Angriff	they do something together , they tackle something together	mereka melakukan sesuatu bersama, mereka menangani sesuatu bersama	
4584	8_1685501338_0	8_1685501338	kanũ	schlafen , liegen	sleep , lie down	tidur, berbaring	
4585	8_1685501338_1	8_1685501338	eanũã	Liegematte	reclining mat	tikar berbaring	
4586	8_1685501440_0	8_1685501440	ianṹʔa	in der Mitte	in the centre	di tengah	
4587	8_1685501559_0	8_1685501559	kanũãẽ	mutwillig zerstört	wilfully destroyed	dengan sengaja dihancurkan	
4588	8_1685501669_0	8_1685501669	yanũkũ edopo	die Sonne steht hoch	the sun is high	matahari sedang tinggi	
4589	8_1685501669_1	8_1685501669	kanṹkũ	bereits hochstehend (von der Sonne)	already high (from the sun)	sudah tinggi (dari matahari)	
4590	8_1685502001_0	8_1685502001	eañãmũ ehuda	Huhn	Chicken	Ayam	
4591	8_1685502001_1	8_1685502001	eañãmũ emãnĩ	Hahn	cock	ayam	
4592	8_1685503177_0	8_1685503177	kaʔao	sterben , tot/verstorben sein , (Pflanzen usw) absterben , eingehen , (Feuer) erlöschen	to die , to be dead/deceased , (plants etc) to die , to perish , (fire) to go out	mati, menjadi mati/meninggal, (tanaman dll) mati, binasa, (api) padam	
4593	8_1685503177_1	8_1685503177	hoo baʔao	bereits gestorben	already died	sudah meninggal	
4594	8_1685503177_10	8_1685503177	abaʔao Ekitai	trauern	mourn	berkabung	
4595	8_1685503177_11	8_1685503177	eaʔao/eabaʔao Ukitai	Mitleid , Trauer	pity , sorrow	kasihan, kesedihan	
4596	8_1685503177_12	8_1685503177	ʔua kaʔao upanũkõ	ich sterbe vor Müdigkeit	I am dying of tiredness	Saya sekarat karena kelelahan	
4597	8_1685503177_13	8_1685503177	eaʔa:ubaha	das Sterbehaus	the house of dying	rumah kematian	
4598	8_1685503177_14	8_1685503177	eabaʔao ubaka ukahaʔo	Sonnenfinsternis	solar eclipse	gerhana matahari	
4599	8_1685503177_2	8_1685503177	kabaʔao	starb	died	meninggal	
4600	8_1685503177_3	8_1685503177	kaʔaoa	wird sterben	will die	akan mati	
4601	8_1685503177_4	8_1685503177	kaʔaəa	am Sterben sein	be dying	sekarat	
4602	8_1685503177_5	8_1685503177	hoo baʔaoa	im Begriff sein zu sterben	to be about to die	akan segera mati	
4603	8_1685503177_6	8_1685503177	eaʔao	Tod , Todesfall , das Sterben , Erlöschen (von einem Feuer)	death , dying , extinguishing (of a fire)	kematian , sekarat , memadamkan (api)	
4604	8_1685503177_7	8_1685503177	eabaʔa:əa	Sterbensort	place of death	tempat kematian	
4605	8_1685503177_8	8_1685503177	baʔao ebahau	trauern	mourn	berkabung	
4606	8_1685503177_9	8_1685503177	kaʔao ebáha:udia	sie trauert	she mourns	dia berduka	
4607	8_1685503582_0	8_1685503582	kaʔaʔo	auf etwas zeigen	point to something	menunjuk ke sesuatu	
4608	8_1685503582_1	8_1685503582	uabaʔaʔo	du zeigst (mit ausgestrecktem Finger) auf etwas	you point (with outstretched finger) at something	anda menunjuk (dengan jari terulur) pada sesuatu	
4609	8_1685503582_2	8_1685503582	akaʔaʔo Ebaka	wenn wir auf das Gesicht zeigen	when we point to the face	ketika kita menunjuk ke wajah	
4610	8_1685503582_3	8_1685503582	eahaʔaʔo	das Zeigen auf etwas	the pointing at something	menunjuk pada sesuatu	
4611	8_1685503582_4	8_1685503582	eahaʔaʔo Ubakadia	das auf sein Gesicht Zeigen	the pointing at his face	menunjuk ke wajahnya	
4612	8_1685503754_0	8_1685503754	eaʔaʔõ	das Starksein	the being strong	yang kuat	
4613	8_1685503754_1	8_1685503754	kamãʔãʔõ eʔue	das Meer ist (stark =) unruhig , tobt	the sea is (strong =) restless , raging	laut (kuat =) gelisah, mengamuk	
4614	8_1685503754_2	8_1685503754	eaʔaʔõnõ	das Starksein	the being strong	yang kuat	
4615	8_1685503876_0	8_1685503876	kahaʔaoa	ein Bündel (Hilfszählwort)	a bundle (auxiliary counting word)	bundel (kata bantu penghitungan)	
4616	8_1685503876_1	8_1685503876	ʔarohaʔaoa; ʔakodu haʔaoa	zwei , drei Bündel	two , three bundles	dua, tiga bundel	
4617	8_1685504216_0	8_1685504216	kaʔãõã	mit dem Jagdnetz fangen	catch with the hunting net	menangkap dengan jaring berburu	
4618	8_1685504216_1	8_1685504216	kahae mãʔãõã	gehen , um so zu fangen	go in order to catch like this	pergi untuk menangkap seperti ini	
4619	8_1685504216_2	8_1685504216	nãmãʔãõã	so fangen	to catch like this	untuk menangkap seperti ini	
4620	8_1685504216_3	8_1685504216	eaʔaoa	das so Fangen	the catching like this	penangkapan seperti ini	
4621	8_1685504216_4	8_1685504216	kaʔaoaʔa:i	etwas so fangen	catch something like this	menangkap sesuatu seperti ini	
4622	8_1685504316_0	8_1685504316	kaʔaʔã:õã	dick , korpulent (Menschen , Tiere)	fat , corpulent (people , animals)	gemuk, gemuk (manusia, hewan)	
4623	8_1685504555_0	8_1685504555	kipaoaháʔa	etwas verbieten	forbid something	melarang sesuatu	
4624	8_1685504555_1	8_1685504555	kidipa:oaháʔa	verboten werden	to be forbidden	untuk dilarang	
4625	8_1685504555_2	8_1685504555	edipaʔa:oaháʔa	das Verbot , das Auferlegte (Verbot)	the prohibition , the imposed (prohibition)	larangan, yang diberlakukan (larangan)	
4626	8_1685504844_0	8_1685504844	kiaʔa:odi	schreien , laut rufen	shout , shout loudly	berteriak, berteriak keras	
4627	8_1685504844_1	8_1685504844	dabaʔa:odi	sie schreien	they shout	mereka berteriak	
4628	8_1685504994_0	8_1685504994	eaaono	Beriberi-Krankheit	beriberi disease	penyakit beri-beri	
4629	8_1685505151_0	8_1685505151	ʔáopa hii ʔáopa	(4+4) acht	(4+4) eight	(4+4) delapan	
4630	8_1685505151_1	8_1685505151	yapaʔáopa ki	damit sie zu vieren wären	so that there would be four of them	sehingga akan ada empat dari mereka	
4631	8_1685505151_2	8_1685505151	aʔáopa	je vier	four each	masing-masing empat	
4633	8_1686019927_0	8_1686019927	kahaʔaoro	ein Bündel (Hilfszählwort)	one bundle (auxiliary counting word)	satu bundel (kata bantu penghitungan)	
4634	8_1686019927_1	8_1686019927	ʔakodu haʔaoro	drei Bündel	three bundles	tiga bundel	
4635	8_1686020006_0	8_1686020006	kipaʔapa	vermehren	multiply	berkembang biak	
4636	8_1686020006_1	8_1686020006	epahaʔapa	das Vermehren	the multiplication	perkalian	
4637	8_1686020145_0	8_1686020145	eʔãpã	das Dicksein (von Stoffen)	the fatness (of substances/fabrics)	kegemukan (zat/kain)	
4638	8_1686020145_1	8_1686020145	kaʔãpã	(Stoffe) dick sein	be (fabric) thick	menjadi (kain) tebal	
4639	8_1686020145_2	8_1686020145	kaʔãpãʔãpã	sehr dick	very thick	sangat tebal	
4640	8_1686020574_0	8_1686020574	yapaua	über , oben	over , above	atas, di atas	
4641	8_1686022762_0	8_1686022762	ape a-	ob	if/whether	jika/apakah	
4642	8_1686022762_1	8_1686022762	apeape a-	als ob	as if	seolah-olah	
4643	8_1686024192_0	8_1686024192	eʔaperúa:u ebĩ́kõnõʔṍãʔã	Morgenstern	Morning Star	Bintang Kejora	
4644	8_1686024192_1	8_1686024192	eʔaperúa:u kinõõ ukəha	der Große Bär	the Great Bear (constellation)	beruang Besar (rasi bintang)	
4645	8_1686024192_2	8_1686024192	eʔaperúa:u eamãhã ukabake	Dreigestirn	triumvirate/triad	tiga serangkai/triad	
4646	8_1686024192_3	8_1686024192	eʔaperúa:u kaʔinãpũ unṍhõã	Komet (?)	Comet (?)	Komet (?)	
4647	8_1686024192_4	8_1686024192	eʔaperúa:u eũʔũnṹʔũĩ uʔəkaʔa/uaʔáu	Abendstern	evening star	bintang malam	
4648	8_1686024516_0	8_1686024516	ʔapíaha-ʔapíaha	wieviele auch immer	however many	namun banyak	
4649	8_1686024516_1	8_1686024516	kéabaʔa iʔapíaha ekaka	es gibt nicht viele Leute	there are not many people	tidak banyak orang	
4650	8_1686025588_0	8_1686025588	eʔapo udohəáo	Bootsausleger	Boat boom	Ledakan perahu	
4651	8_1686025588_1	8_1686025588	eʔapo ukuo	Ast , Zweig	branch , twig	cabang, ranting	
4652	8_1686025588_2	8_1686025588	kamũʔãpõ	mit der Hand umschließen , umfassen	enclose with the hand , embrace	lampirkan dengan tangan, rangkul	
4653	8_1686025588_3	8_1686025588	hoo mãmũʔãpõ	bereits umschlossen	already enclosed	sudah tertutup	
4654	8_1686025588_4	8_1686025588	kinãmũʔãpõ	umschlossen werden	be enclosed	tertutup	
4655	8_1686025588_5	8_1686025588	ehũã eʔana enãmũʔãpõ ukaka	jene Früchte sind das Umschlossene des Menschen	those fruits are the enclosed of the human being	buah-buah itu adalah penutup dari manusia	
4656	8_1686025977_0	8_1686025977	eãpũ uʔõnõ	Fersensehne  (= Achillessehne ?)	heel tendon (= Achilles tendon ?)	tendon tumit (= tendon Achilles?)	
4657	8_1686027184_0	8_1686027184	karara	Pl	Plural form	Bentuk jamak	
4658	8_1686027184_1	8_1686027184	eara eakãkãnũ	jüngstes Kind	youngest child	anak bungsu	
4659	8_1686027184_10	8_1686027184	eara umĩnã uae	kleine Zehe	little toe	jempol kaki	
4660	8_1686027184_11	8_1686027184	eara umĩnã uʔapo	kleiner Finger	little finger/pinkie finger	jari kelingking / kelingking	
4661	8_1686027184_12	8_1686027184	eara uipikoʔo:i	Pfeil	arrow	panah	
4662	8_1686027184_13	8_1686027184	eara uuba	Untertan	subject/subservient	subjek/tunduk	
4663	8_1686027184_14	8_1686027184	eaʔaraha ukeʔepa	Vogelnest	bird's nest	sarang burung	
4664	8_1686027184_2	8_1686027184	eara epehe	ältestes Kind	eldest child	anak tertua	
4665	8_1686027184_3	8_1686027184	eara kaha:iʔibaʔa	einziges Kind	only child	anak tunggal	
4666	8_1686027184_4	8_1686027184	eara ukoyo	Ferkel	piglet	anak babi	
4667	8_1686027184_5	8_1686027184	eara ukẽʔẽpã	Vogelei	bird's egg	telur burung	
4668	8_1686027184_6	8_1686027184	eara ukiʔadobu	Hühnerei ; Küken	hen's egg ; chick	telur ayam; anak ayam	
4669	8_1686027184_7	8_1686027184	eara uʔito	Bananenstauden-Schößling	banana tree sapling	anakan pohon pisang	
4670	8_1686027184_8	8_1686027184	eara ukíxo	geschälter Reis	husked rice	beras sekam	
4671	8_1686027184_9	8_1686027184	eara uae	Wade	calf	betis	
4672	8_1686034330_0	8_1686034330	kaʔaʔara	ein Kind haben ; Eier legen	to have a child ; lay eggs	memiliki anak; bertelur	
4673	8_1686034330_1	8_1686034330	hoo baʔara	bereits ein Kind haben	already have a child	sudah memiliki anak	
4674	8_1686034330_10	8_1686034330	kidixoo baʔara	wurde adoptiert	was adopted	diadopsi	
4675	8_1686034330_11	8_1686034330	edaʔara	(noun) Adoptierte	the adoptee	orang yang diadopsi	
4676	8_1686034330_12	8_1686034330	edaʔara uhuda eʔana epae kude i Búkuʔudu	das Adoptierte jener Frau ist ein Kind aus Bengkulen	the adoptee of that woman is a child from Bengkulu	anak yang diadopsi adalah seorang anak dari Bengkulu	
4677	8_1686034330_13	8_1686034330	kipaʔarahaʔa iʔioo	durch Wechselheiraten verbunden sein mit	to be connected by intermarriage with	untuk dihubungkan melalui perkawinan silang dengan	
4678	8_1686034330_2	8_1686034330	kaʔarahaʔa	jemanden als/zum Kind haben	have someone as/for a child	memiliki seseorang sebagai/untuk anak	
4679	8_1686034330_3	8_1686034330	yaʔaraháʔa emãnĩ	er hat einen Sohn	he has a son	ia memiliki seorang putra	
4680	8_1686034330_4	8_1686034330	eaʔara	das Gebären , Kinder Haben	giving birth , having children (noun)	melahirkan , memiliki anak (kata benda)	
4681	8_1686034330_5	8_1686034330	abaʔarahaʔa	wenn sie gebiert	when she gives birth	ketika dia melahirkan	
4682	8_1686034330_6	8_1686034330	dabuara	ihnen wurde geboren	was born to them	lahir untuk mereka	
4683	8_1686034330_7	8_1686034330	kipara	eine Familie sein ; eine Hausgemeinschaft bilden	to be a family ; to form a household	menjadi keluarga; membentuk rumah tangga	
4684	8_1686034330_8	8_1686034330	kaʔara	adoptieren	adopt	mengadopsi	
4685	8_1686034330_9	8_1686034330	kidaʔara	wird adoptiert	is adopted	diadopsi	
4686	8_1686034876_0	8_1686034876	kiʔaraka	heiser sein	be hoarse	menjadi serak	
4687	8_1686035077_0	8_1686035077	earapikia ukitauʔuo	Beschädigen (d.h. Geschlechtsverkehr mit) der Witwe	Damaging (i.e. sexual intercourse with) the widow (noun)	Merusak (yaitu hubungan seksual dengan) janda (kata benda)	
4688	8_1686035200_0	8_1686035200	aréʔeaʔa	kommt herǃ	come here! (pl)	kemarilah!	
4689	8_1686036067_0	8_1686036067	ʔariba hii ʔadua	(5+2=) sieben	(5+2=) seven	(5+2=) tujuh	
4690	8_1686036067_1	8_1686036067	ʔaribekaka	(5x20=) hundert	(5x20=) one hundred	(5x20=) seratus	
4691	8_1686036716_0	8_1686036716	ʔarohaba:uba	die zwei Dorfgemeinschaften eines Dorfes	the two village communities of a village	dua komunitas desa di sebuah desa	
4692	8_1686036716_1	8_1686036716	earopada	die durch Wechselheiraten Verbundenen	those connected by intermarriage	mereka yang terhubung melalui perkawinan campur	
4693	8_1686036716_2	8_1686036716	ekaka ʔaropada	Vater (oder Mutter) mit einem Kind	father (or mother) with one child	ayah (atau ibu) dengan satu anak	
4694	8_1686036716_3	8_1686036716	ʔaropara	ein Elternpaar (nicht -teil) mit einem Kind	a parent couple (not -part) with one child	pasangan orang tua (bukan orang tua tunggal) dengan satu anak	
4695	8_1686036716_4	8_1686036716	ʔaropaha:i	verschwistert	related by marriage	terkait dengan pernikahan	
4696	8_1686036716_5	8_1686036716	ʔaropaha:uda	Ehemann mit seiner Frau zu zweit	Husband with his wife as a couple	Suami dengan istrinya sebagai pasangan	
4697	8_1686204027_0	8_1686204027	kixaraka	sich (im Netz) verfangen	get caught (in the net)	tertangkap (di dalam jaring)	
4698	8_1686204027_1	8_1686204027	kixaraki	etwas umwickeln	to wrap something	untuk membungkus sesuatu	
4699	8_1686204027_2	8_1686204027	harakíaʔa	umwickle mit etwasǃ	wrap with somethingǃ (sg)	membungkus dengan sesuatuǃ (sg)	
4700	8_1686204251_0	8_1686204251	kiixarua	ihr Eigentum	her/their property	properti miliknya	
4701	8_1686204251_1	8_1686204251	eʔaharuda	ihr Erbe	her/their legacy/inheritance	warisan/warisan mereka	
4702	8_1686204540_0	8_1686204540	kixau	beißen	to bite	untuk menggigit	
4703	8_1686204540_1	8_1686204540	hoo buhau	biß bereits	already bit	sudah sedikit	
4704	8_1686204540_2	8_1686204540	kabuhau	biß	bit	sedikit	
4705	8_1686204540_3	8_1686204540	kidixau	gebissen werden	to be bitten	untuk digigit	
4706	8_1686204540_4	8_1686204540	kixáuaʔa	mit etwas beißen ; beißen lassen	to bite with something ; to let bite	menggigit dengan sesuatu; membiarkan menggigit	
4707	8_1686204540_5	8_1686204540	eaháu	Zahn	Tooth	Gigi	
4708	8_1686204540_6	8_1686204540	edixau	Gebissenes	bitten thing	hal yang digigit	
4709	8_1686204540_7	8_1686204540	edixauaʔa	das , womit gebissen wird	that which is bitten with	apa yang digigit dengan	
4710	8_1686204824_0	8_1686204824	epahau	das Geschrei beim eakalea-Fest (hierzu wird ein Mann mit besonders kräftiger Stimme ausgesucht)	the shouting at the eakalea festival (a man with a particularly strong voice is chosen for this)	teriakan di festival eakalea (seorang pria dengan suara yang sangat kuat dipilih untuk ini)	
4711	8_1686204824_1	8_1686204824	epaháu ikadèaha	die Schreistimme auf dem Platz des eakalea-Festes	the shouting voice in the square of the eakalea festival	suara teriakan di alun-alun festival eakalea	
4712	8_1686204975_0	8_1686204975	kahau	leicht sein (vom Gewicht)	to be light (by weight)	menjadi ringan (menurut beratnya)	
4713	8_1686204975_1	8_1686204975	kahauhau	sehr leicht	very light	sangat ringan	
4714	8_1686204975_2	8_1686204975	eahau	das Leichtsein	the lightness	ringannya	
4715	8_1686205217_0	8_1686205217	kahãũ	sich häuten	to shed one's skin	untuk melepaskan kulit seseorang	
4716	8_1686205217_1	8_1686205217	eʔanõãẽ kahãũ	die Schlange häutet sich	the snake sheds its skin	ular melepaskan kulitnya	
4717	8_1686205284_0	8_1686205284	kahãũ	stumpf	blunt	tumpul	
