ID;stem_IDN2;stem_EN;stem_DE;stem_form;stem_id;kms_Alphabet;kms_page;kms_entry_no
1313;Daging di sekitar alat kelamin, daging perut;The meat around the genitals , abdominal meat;das Fleisch in der Umgebung der Genitalien, Bauchfleisch;ekainõʔã;12_1684222653;k;115;9
1316;Nama marga;Name of a clan;Name eines Clans;Kaʔitora;12_1684226706;k;115;12
1317;Perut di antara area kemaluan dan pusar;Abdomen between the pubic area and navel;Unterleib zwischen Schamgegend und Nabel;ekaiyoo;12_1684226804;k;115;13
1318;Orang;Person;Mensch;ekaka;12_1684227230;k;115;14
1322;jamur pohon;tree fungus;Baumpilz;ekakadeha ukuo;12_1684228807;k;116;3
1332;untuk memberi (keluar / naik);to give (out/up);herausgeben;kakapi;12_1684230719;k;117;6
1336;"Jenis pohon ; Racun ikan diperoleh darinya";"Tree type ; Fish poison obtained from it";"Baumart ; daraus gewonnenes Fischgift";ekakaroku;12_1684232514;k;117;10
1337;sebelum;before;bevor;kakáupe;12_1684232614;k;117;11
1340;"Bentuk jamak dari ""dadu""";"Plural form of ""dadu""";PI von dadu;kakidaradu;12_1684289950;k;118;2
1341;anggota klan (ayah);clan member (paternal);Sippenangehöriger (Väterlicherseits);kakopaʔa;12_1684290214;k;118;3
1342;Perahu layar besar;Big sailboat;großes Segelboot;ekakocii;12_1684290442;k;118;4
1343;mungkin (?);perhaps (?);vielleicht (?);kakua;12_1684290596;k;118;5
1345;paku besi pada tongkat penggali;iron spike on the digging stick;Eisenspitze am Grabstock;ekakudici;12_1684290703;k;118;7
1350;mencirikan bentuk-bentuk progresif;characterizes progressive forms;kennzeichnet Progressivformen;kam (ã) -;12_1684292312;k;119;1
1351;belut;eel;Aal;ekãmã;12_1684292462;k;119;2
1352;jenis pisang;type of banana;Bananenart;ekamãʔẽã́nĩ;12_1684292554;k;119;3
1355;awalan;prefix;präfix;kamãʔĩ-;12_1684293286;k;119;6
1356;gempa bumi;earthquake;Erdbeben;ekamãʔĩũã;12_1684293369;k;119;7
1357;Batang bunga kelapa saat sudah tua;The stems of the coconut flowers when they are old;die Stiele der Kokosblüten, wenn sie alt sind;ekãmãkãmã upoo;12_1684293535;k;119;8
1358;tembakau;tobacco;Tabak;ekamã́kũ;12_1684293587;k;119;9
1359;kadal (terbang);(flying) lizard;(fliegende) Eidechse;ekamãnã:ũã;12_1684293722;k;119;10
1360;pepaya;papaya;Papaya;ekamã:ũnõ;12_1684293780;k;119;11
1363;Kambing;Goat;Ziege;eakamĩĩ;12_1684294200;k;119;14
1364;Tritone siput;Tritone snail;Tritonschnecke;ekamĩũ;12_1684294389;k;119;15
1365;"di sana, lalu; dan";"there , then ; and";"da, dann ; und";kamṍhõ [hã];12_1684294473;k;119;16
1366;"Kelapa sawit (sekarang disebut ""epoo"")";"Coconut palm (now ""epoo"")";"Kokospalme (jetzt ""epoo"")";ekamṹʔa;12_1684391149;k;120;1
1367;bulan;moon;Mond;ekamũnã́:ĩ́yo;12_1684391249;k;120;2
1368;pohon muda, mengemudi;sapling , drive;Schößling, Trieb;ekamũnĩnõ;12_1684391356;k;120;3
1371;kelelawar;bat;Fledermaus;ekanãhã:ũnĩ;12_1684392344;k;120;6
1374;Bayangan;Shadow;Schatten;ekanakúae;12_1684393519;k;120;9
1375;Garam;Salt;Salz;ekanãmũ;12_1684393581;k;120;10
1377;Gendongan kaki (untuk memanjat pohon kelapa);Foot sling (for climbing coconut palms);Fußschlinge (zum Erklettern von Kokospalmen);eakanãpĩ;12_1684394214;k;120;12
1378;"Spesies ikan (Sarden, Clupea Fimbriata?; ML Tamban, NJV Tembang)";"Fish species (Sardine , Clupea Fimbriata? ; ML Tamban , NJV Tembang)";"Fischart (Sardine, Clupea fimbriata?; ML tamban, NJV tembang)";ekanãʔṹẽʔẽ:ĩ;12_1684394399;k;120;13
1379;bagian;a part;ein Teil;kanẽã;12_1684826279;k;121;1
1380;spesies kerang yang dapat dimakan;edible mussel species;eßbare Muschelart;ekanẽ́õ;12_1684826623;k;121;2
1381;Pakis pohon (jenis tumbuhan yang tumbuh di pohon);Tree fern (type of herb that grows on trees);Baumfarn (Krautart, die auf Bäumen wächst);ekanẽpṹhũĩ;12_1684827147;k;121;3
1383;Bulan, bulan;Moon , month;Mond, Monat;ekanə̃́ã:ĩ;12_1684828277;k;121;5
1385;"Spesies ikan (Stromatus niger, Lethrinus?; ML ketambak)";"Fish species (Stromatus niger , Lethrinus ? ; ML ketambak)";"Fischart (Stromateus niger, Lethrinus? ; ML ketambak";ekanĩxã;12_1684832859;k;121;7
1386;Spesies pohon dengan buah yang dapat dimakan;Tree species with eadible fruits;Baumart mit eßbaren Früchten;ekanĩxõõ;12_1684833113;k;121;8
1388;spesies singkong;cassava species;Cassavenart;ekanĩkĩnĩ;12_1684833232;k;121;10
1389;Pohon yang buahnya digunakan sebagai racun ikan;Tree whose fruits are used as fish poison;Baum, dessen Früchte als Fischgift verwendet werden;ekanĩ́mũ;12_1684833395;k;121;11
1390;Hujan;Rain;Regen;ekanĩnãhã:ĩ;12_1684833441;k;121;12
1391;Bayangan, gambar/rupa, jiwa;Shadow , image/likeness , soul;Schatten, Ebenbild, Seele;ekanĩnõnõ;12_1684833641;k;121;13
1392;Tanaman parasit;Parasite plant;Schmarotzerpflanze;ekanĩpṹhũĩ;12_1684833742;k;121;14
1393;Asap, uap, kabut;Smoke , steam , haze;Rauch, Dampf, Dunst;ekanõã;12_1684833798;k;121;15
1394;lintah;leech;Blutegel;ekanṍãẽ;12_1684833965;k;122;1
1397;Hujan;Rain;Regen;ekanõpõã;12_1684834385;k;122;4
1399;"garis besar/kontur, siluet; jiwa";"outline/contour , silhouette ; soul";"Umriß, Schatten(bild) ; Seele";ekanũkṹae;12_1684834734;k;122;6
1400;Jenis rumput;Grass type;Grasart;ekanũkẽkẽ;12_1684834815;k;122;7
1401;sisir ayam;comb of chickens;Kamm der Hühner;ekanũkũʔũĩ ukiʔadobu;12_1684834866;k;122;8
1402;berbuahnya tangkai bunga kelapa;the fruiting of the stalks of the coconut blossoms;die Fruchtansätze der Stiele der Kokosblüten;ekanũmãkã uamũkãhã upõ;12_1684835073;k;122;9
1404;Kuku, cakar;Nail , claw;Nagel, Kralle;ekanũʔṹnũ;12_1684835372;k;122;11
1405;Jiwa, bayangan;Soul , shadow;Seele, Schatten;ekañõõ;12_1684835460;k;122;12
1406;runǃ (bentuk tunggal);runǃ (sg);laufǃ;kao;12_1684835648;k;122;13
1409;Spesies ikan;Fish species;Fischart;ekaʔóai;12_1684849635;k;123;2
1411;Iblis yang tinggal di puncak pohon eʔõnõ;Demon that dwells in the tops of the eʔõnõ trees;Dämon, der in den Wipfeln der eʔõnõ Bäume haust;ekaʔododo;12_1684850096;k;123;4
1412;ombak laut;sea surf;Meeresbrandung;ekaʔokaʔo uʔue;12_1684850180;k;123;5
1413;bintang di Bima Sakti;star in the Milky Way;Stern in der Milchstraße;ekaʔõmĩmĩ;12_1684850272;k;123;6
1414;Membentuk kata kerja kausatif;Forms causative verbs;bildet kausative Verben;kap(a)-;12_1684850351;k;123;7
1416;jenis burung beo;type of parrot;Papageienart;ekapá:édo;12_1684850663;k;123;9
1417;Nama sebuah gunung di Enggano;Name of a mountain on Enggano;Name eines Berges auf Enggano;Kapahẽẽ;12_1684850812;k;123;10
1421;Spesies ikan;Fish species;Fischart;ekapaʔío:i;12_1684851373;k;123;14
1422;kapal (besar);(big) ship;(großes) Schiff;ekaparápi;12_1684851475;k;123;15
1423;pepaya;papaya;papaya;ekapayo;11_1684818648;k;124;1
1424;Daun kering;Dry leaf;trockenes Blatt;ekapedeaki;11_1684818734;k;124;2
1425;Kutu pakaian;Clothing louse;Kleiderlaus;ekapẽnẽʔã;11_1684818786;k;124;3
1426;Daun kering;Dry leaf;trockenes Blatt;ekapereaki;11_1684818821;k;124;4
1427;Sapi;Cow;Kuh;ekapii;11_1684819191;k;124;5
1428;"Muara sungai/muara; selokan di pantai yang mengarah ke laut (tideway); sungai?";"River mouth/estuary ; gully on the beach that leads into the sea (tideway) ; stream?";"Flußmündung; Wasserrinne am Strand, die ins Meer führt (Priel); Bach?";eakapita;11_1684819089;k;124;6
1430;Makhluk hidup mirip karang di laut;Coral -like living beings in the sea;korallenähnliches Lebewesen im Meer;ekapũã (uˀue);11_1684820215;k;124;8
1431;Spesies ikan;Fish species;Fischart;ekapureho;11_1684820240;k;124;9
1432;Sepotong;Piece;Stück;ekara;11_1684820458;k;124;10
1434;Spesies pohon;Tree species;Baumart;ekaraʔae;11_1684820817;k;124;12
1435;bintang laut (kecil);(small) starfish;(kleiner) Seestern;ekaraʔáe;11_1684820890;k;125;1
1436;untuk memperlakukan dengan baik;to treat well;gut behandeln;karaʔahaʔa;11_1684820930;k;125;2
1437;Batang/batang (tanaman), tubuh, pantat, umbi (dari ubi jalar);Trunk/stem (of a plant) , body , rump , tuber (from sweet potatoes);Stamm (einer Pflanze), Körper, Rumpf, Knolle (von Bataten);ekaraha;11_1684821015;k;125;3
1441;celana panjang;trousers;Hose;ekarawae;11_1684821286;k;125;7
1442;Nama perempuan;Women's name;Frauenname;Kareha;11_1684821315;k;125;8
1443;Spesies pohon;Tree species;Baumart;ekarenṍnã;11_1684821635;k;125;9
1444;burung bersenandung;humming-bird;Kolibri;ekareodi;11_1684821795;k;125;10
1445;bisul, maag;carbuncle , ulcer;Karbunkel, Geschwür;ekarepe;11_1684821888;k;125;11
1446;pakis pohon;tree fern;Baumfarn;ekarepṹhũĩ;11_1684821956;k;125;12
1448;Telinga (lobus);Ear (lobes);Ohr (läppchen);ekarixa;11_1684823541;k;125;14
1449;cincin;ring;Ring;ekarixai;11_1684823929;k;126;1
1450;Jenis kerang;Mussel type;Muschelart;ekarikói;11_1684824160;k;126;2
1454;Jenis kerang;Mussel type;Muschelart;ekarokói;11_1684825226;k;126;6
1456;Nyamuk kecil;Small mosquitoes;kleine Moskitos;ekaropipi;11_1684826612;k;126;8
1458;Pintu depan;Front door;Haustür;eakaruba;11_1684827868;k;126;10
1459;Racun tanaman, pohon racun;Plant poison , poison tree;Pflanzengift, Giftbaum;ekarúku;11_1684827938;k;126;11
1460;Kelapa sawit;Coconut palm;Kokospalme;ekarúku;11_1684828015;k;126;12
1461;berkeliling;go around;umhergehen;karuku;17_1684676600;k;127;1
1462;Desa di Enggano;Village on Enggano;Dorf auf Enggano;Karukua;17_1684676663;k;127;2
1463;Rumah peristirahatan;Rest house;Rasthaus;ekatóro;17_1684676753;k;127;3
1465;tidak ingin;not to want;nicht wollen;káua;17_1684677106;k;127;5
1467;1. 1. Jaring laba-laba, 2. Larangan, larangan;1. Spider web , 2. Ban , prohibition;1. Spinnennetz, 2. Verbot;ekauába;17_1684677293;k;127;7
1468;Uap;Steam;Wasserdampf;ekauaba uboo;17_1684677407;k;127;8
1471;(Wanita) menjadi tua;(Women) to be old;(Frauen) alt sein;kaʔuhoi;17_1684678383;k;127;11
1472;Penerima (m/f);Recipient (m/f);Empfänger (in);ekaukahaha;17_1684678480;k;127;12
1473;Nama laki-laki;Male name;Männername;Kaʔumĩxĩ;17_1684678620;k;127;13
1474;Desa;Village;Dorf;ekaʔunara;17_1684678690;k;127;14
1475;Spesies pohon;Tree species;Baumart;ekaʔũnṹae;17_1684678769;k;127;15
1476;belum, sebelum;not yet , before;noch nicht, bevor;káupe[baʔa];17_1684761796;k;128;1
1477;Perut;Abdomen;Unterleib;ekayoo;17_1684761851;k;128;2
1478;"tapi ; Kemudian (dapat memulai klausa utama yang mengikuti kalimat bersyarat)";"but ; Then (can initiate the main clause that follows a conditional sentence)";"aber; dann (kann den einem Konditionalsatz nachgestellten Hauptsatz einleiten)";ke;17_1684762033;k;128;3
1479;tidak, tidak;not , no;nicht, nein;kẽ́[baʔa];17_1684762239;k;128;4
1480;Jeruk;Citrus;Zitrusfrucht;ekẽẽ;17_1684762572;k;128;5
1481;tidak (harus hadir);not (to be present);nicht (vorhanden sein);kéa·baʔa;17_1684763622;k;128;6
1484;dan setelah itu , maka;and thereupon , then;und darauf, dann;keʔánã[hã];17_1684764180;k;128;9
1486;Spesies pohon yang sering digunakan untuk konstruksi perahu;Tree species that is often used for boat construction;Baumart, die gern zum Bootsbau benutzt wird;ekedaʔa:udu;17_1684764893;k;128;11
1487;tembaga;copper;Kupfer;ekededea;17_1684820258;k;129;1
1488;semak belukar;shrub;Strauch;ekedeha;17_1684820461;k;129;2
1490;semak belukar;shrub;Strauch;ekedói;17_1684821547;k;129;4
1491;rawa, rawa;bog , swamp;Morast, Sumpf;ekedokedo;17_1684821642;k;129;5
1492;tumpukan , lapisan (juga kata bantu bilangan/numeralia);stack , layer (also auxiliary counter);Stapel, Schicht (auch Hilfszählwort);ekẽʔẽ;17_1684821955;k;129;6
1497;taman yang baru ditata;freshly landscaped garden;frisch angelegter Garten;ekeʔenĩ́ö;8_1683686702;k;130;2
1498;rotan, duri rotan;rattan , rattan-thorn;Rotan, Rotandorn;ekeʔ[e]o;8_1683686839;k;130;3
1499;"Burung; hewan";"Bird ; animal";"Vogel; Tier";ekẽʔẽpã;8_1683687382;k;130;4
1501;kapak;ax;Beil;ekehe;8_1683688104;k;130;6
1502;kurus, tidak gemuk;skinny , not fat;mager, nicht dick;keheda;8_1683689114;k;130;8
1509;Makna, penggunaan, pengertian sesuatu;Meaning , use , sense of something;Bedeutung, Nutzen, Sinn von etwas;ekehõã;8_1683691137;k;131;1
1510;Duri, serpihan yang telah menembus daging;Thorn , splinter that has penetrated the flesh;Dorn, Splitter, der ins Fleisch eingedrungen ist;ekehodo;8_1683691230;k;131;2
1511;tangkap, tangkap! (bentuk tunggal);seize , catch! (sg);ergreife, fange ǃ;kei;8_1683691416;k;131;3
1516;mengatur;arrange;veranlassen;kekenado;8_1683866819;k;131;8
1519;Drum mulut;Mouth drum;Mundtrommel;ekẽkõõ;8_1683871912;k;131;11
1520;Tulang di belakang telinga (mastoid);The bone behind the ear (mastoid);der Knochen hinter dem Ohr (Mastoid);ekekũ ukarixa;8_1683871987;k;131;12
1521;Nama bekas desa di pesisir timur laut Enggano;Name of a former village on the northeast coast of Enggano;Name eines früheren Dorfes an der Nordostküste von Enggano;Kekuba;8_1683873239;k;131;13
1522;Jantung;Heart;Herz;ekemã;8_1683873516;k;132;1
1524;Ayunan;Swing;Schaukel;ekẽmãhãã;8_1683878349;k;132;3
1527;senjata;weapon;Waffe;ekẽmõ;8_1683879083;k;132;6
1530;perpisahan (dari rambut);parting (of the hair);Scheitel;ekenapũhã;8_1683881136;k;132;9
1531;bagian buah yang berada di tangkai;the part of a fruit that sits on the stalk;die Stelle einer Frucht, die am Stengel sitzt;ekene;8_1683881203;k;132;10
1535;"tidak; tidak (tersedia)";"no ; not (available)";"nein; nicht (vorhanden)";keo;8_1684207650;k;133;2
1538;duri rotan;rattan thorn;Rotandorn;ekéʔo;8_1684211748;k;134;2
1540;Pohon dengan bunga kuning besar (Hibiscus Tiliaceus L);Tree with large yellow flowers (Hibiscus Tiliaceus L);Baum mit großen gelben Blüten (Hibiscus tiliaceus L);ekeʔoko;8_1684211981;k;134;4
1542;Nama laki-laki;Male name;Männername;Kepaʔa:iño;8_1684212081;k;134;6
1543;belum, sebelum;not yet , before;noch nicht, bevor;kẽ́pe[baʔa];8_1684212898;k;134;7
1544;masuk! (bentuk tunggal);come in! (sg);tritt ein!;kepəʔa;8_1684213149;k;134;8
1545;Ray (ikan);Ray (fish);Rochen;ekepəda;8_1684213202;k;134;9
1547;Pulau;Island;Insel;ekẽpũ;8_1684217277;k;134;11
1548;Pakis hutan, ramuan pakis;Forest fern , fern herb;Waldfarn, Farnkraut;ekẽpũũ;8_1684217392;k;134;12
1549;Titik awal;The starting point;der Ausgangspunkt;ekẽpũʔã;8_1684217447;k;134;13
1551;Topi;Hat;Hut, Mütze;ekẽpũnũ;8_1684217587;k;134;15
1552;Ujung fairway di terumbu karang;The end of the fairway in the coral reef;das Ende der Fahrrinne im Korallenriff;ekẽpṹʔũã;8_1684217705;k;134;16
1553;jamur pohon;tree fungus;Baumpilz;ekerehapaka ukuo;8_1684217774;k;134;17
1563;Tukang obat;Medicine man;Medizinmann;ekəʔahá:iyo;8_1684293166;k;136;3
1565;mendistribusikan;distribute;verteilen;kəʔakaʔa;8_1684293545;k;136;5
1572;tunas (dari tanaman);shoot (of a plant);Schößling;ekə́ʔəa;8_1684301935;k;137;4
1575;kura-kura;turtle;Seeschildkröte;ekɔha;8_1684303025;k;137;8
1583;melompat;jump;springen;kɔkɔnã́hã;8_1684416493;k;138;6
1585;memberi tahu, melaporkan;tell , report;erzählen, berichten;kənãʔã;8_1684417845;k;138;8
1586;Perangkap babi (terdiri dari tiang-tiang yang berdiri dalam bentuk baji);Pig trap (consisting of stakes that stand in a wedge shape);Schweinefalle (aus Pfählen bestehend, die keilförmig stehen);ekənahaʔa ukoyo;8_1684418050;k;138;9
1587;Ruang di bawah rumah;Room under the house;Raum unter dem Haus;ekɔ̃nɔ̃hã uuba;8_1684418349;k;138;10
1588;waktu makan siang;lunchtime;mittags;kɔ̃nə̃hṍãʔã;8_1684418571;k;138;11
1590;membentuk pseudonomina agentis;forms pseudonomina agentis;bildet Pseudonomina agentis;ki-;8_1684418888;k;138;13
1591;dia - awalan pronominal (orang ketiga jamak) sebelum kata kerja dengan b(u)- , m(ũ)-;she - pronominal prefix (3rd Person Plural) before verbs with b(u)- , m(ũ)-;sie - pronominales Präfix (3.Pl) vor Verben mit b(u)-, m(ũ)-;ki-;8_1684419143;k;138;14
1592;nya, dia (Orang Ketiga Tunggal, kata ganti kepemilikan yang mendahului);his , her (3rd Person Singular , preceding possessive pronoun);sein, ihr (3.Sg, vorangestelltes Possessivpronomen,;ki-;8_1684419248;k;138;15
1593;dia;she;sie;ki;8_1684471698;k;138;16
1594;dia / kamu (bentuk jamak);her/you(pl);ihr;ki (-);8_1684471928;k;138;17
1595;"dia dia dia ; satu (seperti dalam ""seseorang tidak begitu saja masuk ke Mordor"")";"he she him ; one (as in ""one does not simply walk into Mordor"")";"er, sie, ihn; man";kia;8_1684472065;k;138;18
1604;bersorak , berteriakǃ (bentuk tunggal);cheer , shoutǃ (sg);jauchze, schreieǃ;kiaʔa:odi;9_1683686030;k;139;8
1605;Nama laki-laki;Male name;Männername;Kiʔaʔa:udo;9_1683686106;k;139;9
1607;Ayam;Chicken;Huhn;ekiʔadobu;9_1683686475;k;140;2
1608;Nama desa sebelumnya di Enggano;Name of a previous village on Enggano;Name eines früheren Dorfes auf Enggano;Kiaha;9_1683686558;k;140;3
1610;Spesies pohon;Tree species;Baumart;ekiʔaha:itu;9_1683686720;k;140;5
1612;tombak ikan dengan dua cabang;fish spear with two prongs;Fischspeer mit zwei Zacken;ekiakəʔa;9_1683686938;k;140;7
1613;Cabang dengan garpu;Branch with a fork;Ast mit einer Gabelung;ekiʔakəʔa;9_1683687051;k;140;8
1614;darah;blood;Blut;ekiáki;9_1683687118;k;140;9
1616;Spesies ikan;Fish species;Fischart;ekiʔakóóhõ;9_1683687529;k;140;11
1617;tombak ikan berkepala dua;double-headed fish spear;zweispitziger Fischspeer;ekiakuna;9_1683687674;k;140;12
1618;jenis kumbang;type of beetle;Käferart;ekiamã́nõ;9_1683687752;k;140;13
1619;jenis pisang;type of banana;Bananenart;ekiʔamĩũ;9_1683687840;k;140;14
1620;Nyamuk;Mosquito;Mücke;ekiʔao;9_1683689184;k;140;15
1623;Liana;Liana;Liane;ekiʔapedo;9_1683689463;k;140;18
1624;belalang;grasshopper;Heuschrecke;ekiʔãpoo;9_1683689517;k;140;19
1625;janda;widow;Witwe;ekiara:uʔuo;9_1683689638;k;140;20
1626;pisang;banana;Banane;ekibáha;9_1683689774;k;140;21
1627;Spesies pohon;Tree species;Baumart;ekíbo;9_1683689832;k;141;1
1629;Tusk dari babi hutan;Tusk(s) of the wild boar;Hauer des Wildschweins;ekiciʔo ukoyo;9_1683689957;k;141;3
1630;Membentuk bentuk pasif;Forms passive forms;bildet Passivformen;kid-;9_1683690226;k;141;4
1634;janda;widow;Witwe;ekida:uʔuo;9_1683690674;k;141;8
1635;Spesies pohon;Tree species;Baumart;ekidee;9_1683690766;k;141;9
1637;terlalu sedikit;to be too little;zu wenig sein;kidei[xa];9_1683690832;k;141;11
1638;semua;all;alle;kídera;9_1683690990;k;141;12
1640;Membentuk bentuk pasif;Forms passive forms;bildet Passivformen;kidi-;9_1683691160;k;141;14
1641;bawah;bottom;Unterseite;ekiduu;9_1683691238;k;141;15
1644;surplus, sisa;surplus , remainder;Überschuß, Rest;ekĩʔẽ;9_1683692494;k;141;18
1645;Nama laki-laki;Male name;Männername;Kiʔedohoaʔa:uba;9_1683692560;k;141;19
1646;Cahaya (sesuatu) ǃ;Light (something) ǃ;lichte (etwas) ǃ;kieʔei;9_1683771884;k;142;1
1647;Ahǃ (kata seru keheranan);Ahǃ (interjection of astonishment);ahǃ (Interjektion  des Erstaunens);kieheǃ;9_1683771937;k;142;2
1648;Ayunan;Swing;Schaukel;ekiehéaha;9_1683771966;k;142;3
1653;Ulat kumbang;Caterpillar of the weevil;Raupe des Rüsselkäfers;ekixapũnũ;9_1683773300;k;142;8
1655;Ubi;Yams;Yams;ekixẽnõ;9_1683773598;k;142;10
1656;haus;thirst;Durst;ekixəa;9_1683773866;k;142;11
1657;Sarjana;Bachelor;Junggeselle;ekixəhəda;9_1683773931;k;142;12
1661;untuk melakukan sesuatu lagi, untuk mengulangi;to do something again , to repeat;etwas wieder tun, wiederholen;kixĩ;9_1683775700;k;143;1
1662;Variasi rotan halus;Fine rattan variety;feine Rotansorte;ekĩxĩ;9_1683775815;k;143;2
1663;Irisan pisang matang;Sliced ​​ripe bananas;in Scheiben geschnittene reife Bananen;ekixijia;9_1683775848;k;143;3
1665;menjadi sedikit/sedikit, sedikit, sedikit;to be a little/few , a little , slight;wenig(e) sein, ein wenig, gering;kiximã́ã́;9_1683776266;k;143;5
1669;orang yang belum menikah (laki-laki/perempuan);unmarried person (m/f);Ledige(r);ekixuda;9_1683777702;k;144;1
1670;"1. Urat daun, daun kelapa kering; 2. Sapu";"1. Leaf vein , dry coconut palm leaves ; 2. Broom";"1. Blattrippe, trockene Kokospalmenblātter ; 2. Besen";ekixudo;9_1683777864;k;144;2
1671;bayi baru lahir (laki/perempuan/netral);newborn (m/f/n);d Neugeborene;ekixũʔẽʔõ;9_1683777957;k;144;3
1675;dagu;chin;Kinn;ekĩʔĩ;9_1683778356;k;144;7
1676;jenis pisang;type of banana;Bananenart;ekiʔidau;9_1683778460;k;144;8
1677;surplus, sisa;surplus , remainder;Überschuß, Rest;ekĩ́ʔĩẽ;9_1683778723;k;144;9
1679;naga-lalat;dragon-fly;Libelle;ekiʔikiʔi udahadoa;9_1683778890;k;144;11
1681;buah matang dan pisang tumbuk untuk festival eakalea;ripe fruit and mashed bananas for the eakalea festival;reife Früchte und gestampfte Bananen für das eakaleaFest;ekiʔinõpõ;9_1683938105;k;144;13
1682;embun;the dew;der Tau;ekiʔío;9_1683938159;k;144;14
1684;jaring untuk memancing di terumbu karang;net for fishing on the reef;Netz zum Fischen auf dem Riff;ekiʔitau;9_1683938605;k;144;16
1685;jenis pisang;type of banana;Bananenart;ekiʔitau;9_1683939037;k;145;1
1686;Kerah, kalung kerang;Collar , shell necklace;Halsband, Muschelhalskette;ekĩkã;9_1683939283;k;145;2
1688;Ikat kepala lebar yang terbuat dari daun Ekitohe, yang dimulai dari dahi dan menutupi rambut kepala;Wide headband made of Ekitohe leaves , which begins at the forehead and covers the head hair;breites Stirnband aus ekitohe-Blättern, das in Stirnhöhe beginnt und die Kopfhaare verdeckt;ekikapaʔa;9_1683940058;k;145;4
1689;Jenis kerang;Mussel type;Muschelart;ekĩkẽ́ʔẽ;9_1683940099;k;145;5
1696;Nama laki-laki;Male name;Männername;Kikokedo;9_1683945047;k;145;12
1697;spesies singkong;cassava species;Cassavenart;ekikoha;9_1683945684;k;145;13
1698;jenis rumput, semak;type of grass , bush;Grasart, Busch;ekikóhoa;9_1683945909;k;145;14
1699;Nama laki-laki;Male name;Männername;Kikoleda;9_1683945955;k;145;15
1700;Spesies pohon;Tree species;Baumart;ekikoʔóka;9_1683946018;k;145;16
1701;Tutup kepala berupa topi Phrygia, terbuat dari daun Ekitohe, dikenakan oleh pria pada saat kematian;Headgear in the form of a Phrygian hat , made from the leaves of the Ekitohe , worn by men in the event of death;Kopfbedeckung in Form einer phrygischen Mütze, angefertigt aus den Blättern des ekitohe, von Männern bei Todesfällen getragen;ekikoʔṍ:ṹʔũã;9_1683946343;k;145;17
1702;Mouse;Mouse;Maus;ekikuhi;9_1684160292;k;146;1
1703;kurus/kecil;skinny/meagre;mager;kimãʔã:ĩ;9_1684160359;k;146;2
1706;Mentimun;Cucumber;Gurke;ekimũnĩ;9_1684161082;k;146;5
1707;memenuhi/mencapai (target)! (bentuk tunggal);meet/hit (a target)! (sg);triffǃ;kina;9_1684161188;k;146;6
1708;yang tinggi;the being-high;das Hochsein;ekĩnã;9_1684161484;k;146;7
1709;Ayah, senior;Father , senior;Vater, Senior;kinãʔãmã;9_1684161833;k;146;8
1710;Spesies tanaman;Plant species;Pflanzenart;ekĩnãkĩnã;9_1684161921;k;146;9
1711;Cacing kayu;Woodworm;Holzwurm;ekĩnãpã;9_1684162093;k;146;10
1712;yang tinggi;the being-high;das Hochsein;ekĩnẽ;9_1684162360;k;146;11
1714;membentuk kata kerja pasif;form passive verbs;bilden passive Verben;kin(ĩ)-;9_1684162797;k;146;13
1720;bagaimana (terstruktur/alami), mengapa?;how (structured/natured) , why?;wie (beschaffen), wieso?;kinṍnõ[pe];9_1684250312;k;147;6
1722;kapulaga;cardamom;Kardamom;ekĩnõnõ;9_1684250436;k;147;8
1723;sebagai berikut;as follows;folgendermaßen;kinõʔṍ:ĩ́ʔĩẽ;9_1684250618;k;147;9
1724;langit-langit;palate;Gaumen;ekinũʔũkã;9_1684250651;k;147;10
1728;berkumpul, dikumpulkan, bersama;gathered , collected , be together;versammelt, eingesammelt, beisammen sein;kĩʔõõ;9_1684251022;k;147;14
1730;Arti, alasan, tujuan, kesempatan;Meaning , reason , purpose , occasion;Bedeutung, Grund, Zweck, Anlaß;ekĩõhẽã;9_1684290781;k;148;1
1731;Ikan laut kecil;Small sea fish;kleiner Seefisch;ekíoho:i eʔukaʔa:odo;9_1684290829;k;148;2
1733;Pelompat lumpur (periophthalmidae);Sludge jumper (periophthalmidae);Schlammspringer (Periophthalmidae);ekĩʔõõkĩʔõ;9_1684291072;k;148;4
1737;Kerak darah;Blood crust;Blutkruste;ekiʔõʔõ;9_1684291572;k;148;8
1740;Memiliki fungsi penyebab;Has causative function;hat kausative Funktion;kip(a)-;9_1684293011;k;149;1
1741;bentuk Pseudonomina actoris , yang selalu dibangun dengan atribut langsung atau atribut yang dilekatkan oleh iʔioo;forms Pseudonomina actoris , which are always constructed with a direct attribute or one attached by iʔioo;bildet Pseudonomina actoris, die stets mit einem direkten oder durch iʔioo angegliederten Attribut konstruiert;kip(a)-;9_1684293106;k;149;2
1742;menunjukkan jamak atau totalitas;denotes plural or totality;bezeichnet Plural oder Totalität;kipa- + Qualitativ + ʔ[v]i;9_1684293214;k;149;3
1746;(ketinggalan jaman) sepuluh;(outdated) ten;(veraltet) zehn;kipãʔã:ũʔũ;9_1684293870;k;149;7
1747;bentuk kausatif Pseudonomina actoris , yang selalu dibangun dengan atribut langsung atau atribut yang dilekatkan oleh iʔioo;forms causative Pseudonomina actoris , which are always constructed with a direct attribute or one attached by iʔioo;bildet kausative Pseudonomina actoris, die mit einem direkten oder durch iʔioo angegliederten Attribut konstruiert werden;kipah(a)-;9_1684294169;k;149;8
